title,author
The Yellow Wallpaper,Charlotte Perkins Gilman
Survive the Night,Riley Sager
The Piper,Julie Mannino
"The Lady With the Little Dog and Other Stories, 1896-1904",Anton Chekhov
Among the Brave,Margaret Peterson Haddix
Annie's Song,Catherine Anderson
4:50 from Paddington,Agatha Christie
Shattered,Teri Terry
The President Is Missing,Bill Clinton
Rogue Protocol,Martha Wells
To Sleep in a Sea of Stars,Christopher Paolini
The Children of Men,P.D. James
Adam și Eva,Liviu Rebreanu
Microserfs,Douglas Coupland
Parable of the Talents,Octavia E. Butler
"Beginnings: Obsidian & Onyx (Lux, #1-2)",Jennifer L. Armentrout
The Varieties of Scientific Experience: A Personal View of the Search for God,Carl Sagan
Ellana,Pierre Bottero
The Coffin Dancer,Jeffery Deaver
The Picture of Dorian Gray,Oscar Wilde
Son of a Witch,Gregory Maguire
Men of the Otherworld,Kelley Armstrong
The Hunger Games: Official Illustrated Movie Companion,Kate Egan
في ديسمبر تنتهي كل الأحلام,أثير عبدالله النشمي
The Myth of Sisyphus,Albert Camus
Frankie the Ferret,Kimberley   Paterson
A Lantern in Her Hand,Bess Streeter Aldrich
Killer,Sara Shepard
Julian,Gore Vidal
Beyond the Veil,Quinn Loftis
The Joke,Milan Kundera
My Beloved,T.M. Mendes
Earthlings,Sayaka Murata
Way to Be!: 9 Ways To Be Happy And Make Something Of Your Life,Gordon B. Hinckley
A Morbid Taste for Bones,Ellis Peters
Flyte,Angie Sage
Peak,Roland Smith
The Merchant's Daughter,Melanie Dickerson
The Crown Tower,Michael J. Sullivan
"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin
التائهون,Amin Maalouf
The Innocent Mage,Karen Miller
Traveling Mercies: Some Thoughts on Faith,Anne Lamott
Desolation Angels,Jack Kerouac
"Christy Miller Collection, Vol. 1 (Christy Miller, #1-3)",Robin Jones Gunn
Palace of Mirrors,Margaret Peterson Haddix
The Emperor's Code,Gordon Korman
The Loved One,Evelyn Waugh
On the Edge of the Dark Sea of Darkness,Andrew       Peterson
"Trust in Me (Wait for You, #1.5)",J. Lynn
American on Purpose: The Improbable Adventures of an Unlikely Patriot,Craig Ferguson
Crash into You,Katie McGarry
The Air He Breathes,Brittainy C. Cherry
Way Station,Clifford D. Simak
Becoming Mrs. Lewis,Patti Callahan Henry
Taken by Storm,Jennifer Lynn Barnes
Chasing Vermeer,Blue Balliett
The School for Scandal,Richard Brinsley Sheridan
"The Last Herald-Mage (Valdemar: The Last Herald-Mage, #1-3)",Mercedes Lackey
The Evening News,Arthur Hailey
Yellowface,R.F. Kuang
Leon the Lion,Julie Mannino
Mine,Julie Mannino
Nectar in a Sieve,Kamala Markandaya
The Blue Girl,Charles de Lint
Sacajawea,Anna Lee Waldo
A Spy in the House,Y.S. Lee
Mrs. McGinty's Dead,Agatha Christie
My Fair Godmother,Janette Rallison
NurtureShock: New Thinking About Children,Po Bronson
Fragments,Dan Wells
"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made",Greg Sestero
Hagakure: The Book of the Samurai,Yamamoto Tsunetomo
In His Steps,Charles M. Sheldon
My Soul to Save,Rachel Vincent
The Nightingale and the Rose,Oscar Wilde
When God Was a Rabbit,Sarah Winman
The Gates of Rome,Conn Iggulden
Without Fail,Lee Child
The Child Finder,Rene Denfeld
Gender Queer,Maia Kobabe
One,Richard Bach
Cranford,Elizabeth Gaskell
Nightlife,Rob Thurman
Ghost Story,Jim Butcher
The Chaperone,Laura Moriarty
Whose Body?,Dorothy L. Sayers
Missoula: Rape and the Justice System in a College Town,Jon Krakauer
Gild,Raven Kennedy
The Silent Patient,Alex Michaelides
The Given Day,Dennis Lehane
To Green Angel Tower,Tad Williams
Of Triton,Anna Banks
Surviving Raine,Shay Savage
Carter Reed,Tijan
Trigger Warning: Short Fictions and Disturbances,Neil Gaiman
Marriage by Law,N.K. Pockett
Running Wild,J.G. Ballard
Inara,A.R. Merrydew
The Winner,David Baldacci
Holiday in Death,J.D. Robb
"The Absolute Sandman, Volume 4",Neil Gaiman
The Tenderness of Wolves,Stef Penney
Boy Meets Girl,Meg Cabot
Islands in the Stream,Ernest Hemingway
Eaters of the Dead,Michael Crichton
Rain of Gold,Victor Villaseñor
Icefire,Chris d'Lacey
A Night to Remember,Walter Lord
Proxy,Alex London
"Shatter Me Complete Collection: Shatter Me, Destroy Me, Unravel Me, Fracture Me, Ignite Me",Tahereh Mafi
Ensnared,A.G. Howard
This One Summer,Mariko Tamaki
Every Last Breath,Jennifer L. Armentrout
Arminius and Thusnelda Versus Rome,Michael G. Kramer
Macom Farm,Tom  Baldwin
Gossamer,Lois Lowry
Sworn to Silence,Linda  Castillo
The Last Child,John Hart
If Nobody Speaks Of Remarkable Things,Jon McGregor
Stepping Heavenward,Elizabeth Payson Prentiss
Outpost,Ann Aguirre
The Proposition,Katie Ashley
The Gospel of Loki,Joanne M. Harris
Enduring Love,Ian McEwan
We Disappear,Scott Heim
Still Crazy,Judy Prescott Marshall
The Push,Ashley Audrain
Drink Deep from the Well of Good Intentions (The Return To Charleston Book 1),Donald Montano
"Death Note, Vol. 4: Love",Tsugumi Ohba
The Visit: A Tragi-Comedy,Friedrich Dürrenmatt
The 13 Clocks,James Thurber
Bridge of Sighs,Richard Russo
Black and Blue,Anna Quindlen
"Tall, Dark & Hungry",Lynsay Sands
Leviathan,Thomas Hobbes
Rock Chick Redemption,Kristen Ashley
Twilight Director's Notebook: The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,Catherine Hardwicke
Pathways to Bliss: Mythology and Personal Transformation,Joseph Campbell
There's a Boy in the Girls' Bathroom,Louis Sachar
A Kestrel for a Knave,Barry Hines
The Complete Robot (Robot #0.3),Isaac Asimov
Impossible,Nancy Werlin
Lovely Trigger,R.K. Lilley
Kraken,China Miéville
Never Never: Part Two,Colleen Hoover
Nine Minutes,Beth Flynn
See Me,Nicholas Sparks
The Beauty of Darkness,Mary E. Pearson
An American Marriage,Tayari Jones
The Grim Reaper,William Hanna
Princeps' Fury,Jim Butcher
The Prodigal Daughter,Jeffrey Archer
Stellaluna,Janell Cannon
Home,Marilynne Robinson
A Lot like Love,Julie James
The White Lioness,Henning Mankell
Dumplin',Julie   Murphy
One Small Sacrifice,Hilary Davidson
Humankind: A Hopeful History,Rutger Bregman
Mistral's Kiss,Laurell K. Hamilton
The Cantos,Ezra Pound
The Freedom Writers Diary,Erin Gruwell
Demon Lord of Karanda,David Eddings
Waiting for You,Susane Colasanti
"Henry IV, Part Two",William Shakespeare
Complete Works of Oscar Wilde,Oscar Wilde
"Tall, Tatted and Tempting",Tammy Falkner
The Unbound,Victoria Schwab
The Postman,David Brin
The Royal Ranger: A New Beginning,John Flanagan
"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi
In My Dreams I Hold a Knife,Ashley Winstead
Kingdom of the Feared,Kerri Maniscalco
The Woman Warrior,Maxine Hong Kingston
Blue Dahlia,Nora Roberts
Wicked,Sara Shepard
Z for Zachariah,Robert C. O'Brien
Malgudi Days,R.K. Narayan
Neither Here nor There: Travels in Europe,Bill Bryson
Perahu Kertas,Dee Lestari
Shanna,Kathleen E. Woodiwiss
Princess of the Silver Woods,Jessica Day George
मृत्युंजय,Shivaji Sawant
The Paper Menagerie and Other Stories,Ken Liu
Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark
An Unkindness of Ghosts,Rivers Solomon
The Lost City of the Monkey God,Douglas Preston
The Woman in the Library,Sulari Gentill
The Missing Piece Meets the Big O,Shel Silverstein
The Code of the Woosters,P.G. Wodehouse
美少女戦士セーラームーン新装版 1,Naoko Takeuchi
That Summer,Sarah Dessen
The Hunters,John Flanagan
The Iron Traitor,Julie Kagawa
The Growing Pains of Adrian Mole,Sue Townsend
A Briefer History of Time,Stephen Hawking
The Piano Teacher,Elfriede Jelinek
Dakota Son,Mary Ramsey
Becoming Naomi León,Pam Muñoz Ryan
Thou Art That: Transforming Religious Metaphor,Joseph Campbell
Seeress of Kell,David Eddings
Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz
Hexed,Kevin Hearne
The Cellist of Sarajevo,Steven Galloway
Promise of Blood,Brian  McClellan
Night Owl,M. Pierce
Sky in the Deep,Adrienne Young
The Gene: An Intimate History,Siddhartha Mukherjee
The Women's Room,Marilyn French
Vampire Mountain,Darren Shan
The Stolen Child,Keith Donohue
Julie of the Wolves,Jean Craighead George
"The Golden Spruce: A True Story of Myth, Madness, and Greed",John Vaillant
The Shining Girls,Lauren Beukes
Finally,Wendy Mass
"Barracoon: The Story of the Last ""Black Cargo""",Zora Neale Hurston
Planet of the Apes,Pierre Boulle
Something Happened,Joseph Heller
Dream Man,Linda Howard
The Quiet Game,Greg Iles
Time Between Us,Tamara Ireland Stone
The Brightest Night,Tui T. Sutherland
A Drink Before the War,Dennis Lehane
The Sunflower,Richard Paul Evans
The Lust Lizard of Melancholy Cove,Christopher Moore
The Last Oracle,James Rollins
يوميات نائب في الأرياف,Tawfiq Al-Hakim
Fever,Maya Banks
A Fórmula de Deus,José Rodrigues dos Santos
Leah on the Offbeat,Becky Albertalli
Split Second,David Baldacci
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,William H. McRaven
Chicka Chicka Boom Boom,Bill Martin Jr.
The Immortal Highlander,Karen Marie Moning
"Rise of Empire (The Riyria Revelations, #3-4)",Michael J. Sullivan
Nine Elms,Robert Bryndza
I'm Not Stiller,Max Frisch
Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,Hampton Sides
The Magic of You,Johanna Lindsey
The Hen Who Dreamed She Could Fly,Sun-mi Hwang
La metamorfosis,Franz Kafka
Martin Chuzzlewit,Charles Dickens
City of Bones,Michael    Connelly
Separation of Power,Vince Flynn
It Can't Happen Here,Sinclair Lewis
The Rose Garden,Susanna Kearsley
The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke
Night of the Soul Stealer,Joseph  Delaney
Revelation Space,Alastair Reynolds
NeuroTribes: The Legacy of Autism and the Future of Neurodiversity,Steve Silberman
A Gallery of Mothers,J.S. Latshaw
The Escape,David Baldacci
Addicted for Now,Krista Ritchie
Solitaire,Alice Oseman
The Unabridged Devil's Dictionary,Ambrose Bierce
The German Ideology / Theses on Feuerbach / Introduction to the Critique of Political Economy,Karl Marx
Magician: Master,Raymond E. Feist
As You Wish,Jackson Pearce
The Three Sisters,Anton Chekhov
Babel-17,Samuel R. Delany
The Cruel Prince,Holly Black
Before Women Had Wings,Connie May Fowler
An Equal Music,Vikram Seth
What's Left of Me,Kat Zhang
Fracture,C.J. Daugherty
Clean Sweep,Ilona Andrews
Friend-Zoned,Belle Aurora
The Water Dancer,Ta-Nehisi Coates
Green Angel,Alice Hoffman
Another Fine Myth,Robert Lynn Asprin
The Collectors,David Baldacci
Fences,August Wilson
Old Possum's Book of Practical Cats,T.S. Eliot
Symptoms of Being Human,Jeff Garvin
Dime Store Magic,Kelley Armstrong
Geekerella,Ashley Poston
The Cheerleaders,Kara Thomas
Gitanjali,Rabindranath Tagore
90 Minutes in Heaven: A True Story of Death and Life,Don Piper
Jacob,Jacquelyn Frank
Pride Mates,Jennifer Ashley
The Tenth Circle,Jodi Picoult
The Silver Kiss,Annette Curtis Klause
The Strange Case of Origami Yoda,Tom Angleberger
Andersonville,MacKinlay Kantor
Waterland,Graham Swift
"The Hidden Life of Trees: What They Feel, How They Communicate: Discoveries from a Secret World",Peter Wohlleben
King of Sword and Sky,C.L. Wilson
The Wall,Jean-Paul Sartre
The Music of Chance,Paul Auster
The Golden Ass,Apuleius
Pivot Point,Kasie West
A Sound of Thunder,Ray Bradbury
Black-Eyed Susans,Julia Heaberlin
Someplace to Be Flying,Charles de Lint
The Diary of a Nobody,George Grossmith
Roses Are Red,James Patterson
99 francs,Frédéric Beigbeder
Bed of Roses,Nora Roberts
Balzac and the Little Chinese Seamstress,Dai Sijie
The Bad Place,Dean Koontz
The Atlantis Gene,A.G. Riddle
The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie
The Impossible Knife of Memory,Laurie Halse Anderson
A Clean Kill in Tokyo,Barry Eisler
The Most Dangerous Game,Richard Connell
What Matters Most is How Well You Walk Through the Fire,Charles Bukowski
The Wrong Family,Tarryn Fisher
Tam Lin,Pamela Dean
Women in Love,D.H. Lawrence
Elephants Can Remember,Agatha Christie
Waylander,David Gemmell
The Girl in the Steel Corset,Kady Cross
The Summerhouse,Jude Deveraux
Peter Nimble and His Fantastic Eyes,Jonathan Auxier
And Only to Deceive,Tasha Alexander
The Quantum Thief,Hannu Rajaniemi
Branded,Abi Ketner
My True Love Gave to Me: Twelve Holiday Stories,Stephanie Perkins
Patria,Fernando Aramburu
"Death Note, Vol. 5: Whiteout",Tsugumi Ohba
Il cavaliere inesistente,Italo Calvino
The Rise of Theodore Roosevelt,Edmund Morris
The Passion of Artemisia,Susan Vreeland
Finger Lickin' Fifteen,Janet Evanovich
Boys That Bite,Mari Mancusi
"Crown Duel (Crown & Court, #1-2)",Sherwood Smith
1/4 جرام,Essam Youssef
Poison,Bridget Zinn
Relentless,Karen  Lynch
Anya's Ghost,Vera Brosgol
Ross Poldark,Winston Graham
The Crossover,Kwame Alexander
Under Locke,Mariana Zapata
Pray for Silence,Linda  Castillo
"Locke & Key, Vol. 1: Welcome to Lovecraft",Joe Hill
The Walking Dead: Compendium One,Robert Kirkman
Altar of Eden,James Rollins
Skipping Christmas,John Grisham
And In-Between,Julie Mannino
Joan of Arc,Mark Twain
The Violent Bear It Away,Flannery O'Connor
A Darkness At Sethanon,Raymond E. Feist
Full Moon Rising,Keri Arthur
4th of July,James Patterson
Bloodlust,L.J. Smith
13 Treasures,Michelle Harrison
Second Glance,Jodi Picoult
The Wedding,Julie Garwood
The Shadowhunter's Codex,Cassandra Clare
Jejak Langkah,Pramoedya Ananta Toer
House of Glass,Pramoedya Ananta Toer
The Gravity of Us,Brittainy C. Cherry
One Dark Window,Rachel Gillig
The 5000 Year Leap,W. Cleon Skousen
Left Neglected,Lisa Genova
Ignorance,Milan Kundera
The Summons,John Grisham
Wild Man,Kristen Ashley
Beautifully Damaged,L.A. Fiore
"The Assassin and the Healer (Throne of Glass, #0.2)",Sarah J. Maas
The Wretched of the Earth,Frantz Fanon
The Long Haul,Jeff Kinney
Les jeux sont faits,Jean-Paul Sartre
A Unique Kind of Love,Jasmine  Rose
"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",Bill Browder
The Bone Garden,Tess Gerritsen
Bad Blood,Jennifer Lynn Barnes
Judgment in Death,J.D. Robb
Hunters of the Dusk,Darren Shan
"InuYasha, Vol. 1: Turning Back Time",Rumiko Takahashi
Elevation,Stephen King
Thrawn,Timothy Zahn
Love Medicine,Louise Erdrich
Silverthorn,Raymond E. Feist
"Books of Blood: Volumes One to Three (Books of Blood, #1-3)",Clive Barker
Pnin,Vladimir Nabokov
Pegasus and the Origins of Olympus,Kate O'Hearn
A Modest Proposal,Jonathan Swift
A Brief History of Seven Killings,Marlon James
RoomHate,Penelope Ward
Everyday Sexism,Laura Bates
Sleeping Giants,Sylvain Neuvel
I See You,Clare Mackintosh
Eclipse,Erin Hunter
The Particular Sadness of Lemon Cake,Aimee Bender
Sin City Volume 1: The Hard Goodbye,Frank Miller
The Return,Jennifer L. Armentrout
This Is What Happy Looks Like,Jennifer E. Smith
سمفونی مردگان,Abbas Maroufi
The Sweetest Oblivion,Danielle Lori
We Begin at the End,Chris  Whitaker
"Imogen, Obviously",Becky Albertalli
If You Give a Pig a Pancake,Laura Joffe Numeroff
Spoon River Anthology,Edgar Lee Masters
Sanctuary,Jenny Carroll
"The Song of the Lioness Quartet (Song of the Lioness, #1-4)",Tamora Pierce
Epic Fail,Claire LaZebnik
The Star Rover,Jack London
White Fire,Douglas Preston
Beautiful Broken Rules,Kimberly Lauren
New Spring,Robert Jordan
The Seven Sisters,Lucinda Riley
"Flow My Tears, the Policeman Said",Philip K. Dick
The Last of the Really Great Whangdoodles,Julie Andrews Edwards
Shattered Mirror,Amelia Atwater-Rhodes
Knowing God,J.I. Packer
Forgive My Fins,Tera Lynn Childs
The Happy Spinster,Karena Marie
The Princess Saves Herself in This One,Amanda Lovelace
The Lightning-Struck Heart,T.J. Klune
Reheated Cabbage,Irvine Welsh
When the children come,Barry Kirwan
How to Kill Your Family,Bella Mackie
Dicey's Song,Cynthia Voigt
Wraeththu (Wraeththu #1-3),Storm Constantine
The Best Laid Plans,Sidney Sheldon
Spark,Brigid Kemmerer
Ship Breaker,Paolo Bacigalupi
Winter Turning,Tui T. Sutherland
Crush,Nicole  Williams
Dream Warrior,Sherrilyn Kenyon
The Sun Down Motel,Simone St. James
The Structure of Scientific Revolutions,Thomas S. Kuhn
The Vast Fields of Ordinary,Nick Burd
The Summer Tree,Guy Gavriel Kay
Cymbeline,William Shakespeare
The Murder on the Links,Agatha Christie
Dead Simple,Peter James
All Our Yesterdays,Cristin Terrill
The Memory of Running,Ron McLarty
Kestrel's Midnight Song,J.R. Parker
The Schopenhauer Cure,Irvin D. Yalom
Ain't No Grave: The Life and Legacy of Brother Claude Ely,Macel Ely II
Enjambre Sutil: Cuentos,Jose Dellepiane
The Mirror of Her Dreams,Stephen R. Donaldson
The Oaks,Jessica Loving
Zorro,Isabel Allende
Rock the Heart,Michelle A. Valentine
I Am Her...,Sarah Ann Walker
Crookedstar's Promise,Erin Hunter
Intermix Nation,M.P. Attardo
Temptation,Karen Ann Hopkins
Reckless Endangerment,Amber Lea Easton
The Two Towers,Jamie A. Waters
Verdammt. Verliebt.,Simona Dobrescu
Twisted,Lola Smirnova
Finding the Rainbow,Rachel McGrath
The Art of Startup Fundraising,Alejandro Cremades
Seven Cuts,Kady Hunt
I Am Waltz,Matthew D. Dho
"Deadly Pretty Strangers: One dead body, one bereaved mother, one small favour ...",Max Thorn
Diary of a Drug Fiend,Aleister Crowley
The Beetle,Richard Marsh
Damn Fine Cherry Pie: And Other Recipes from TV's Twin Peaks,Lindsey Bowden
The Legacy,John Coyne
Cooking to Kill: the Poison Cook-Book,Ebenezer Murgatroyd
GOOD BURGER 2 GO: NICKELODEON,Steve Holland
A Collector’s Passion: Ezzat-Malek Soudavar and Persian Lacquer,Massumeh Farhad
The Search for Joseph Tully,William H. Hallahan
Maynard's House,Herman Raucher
Dark Hollow,Brian Keene
Small World,Tabitha King
Stinger,Robert McCammon
Lair of the White Worm,Bram Stoker
The Castle of Wolfenbach: A German Story,Eliza Parsons
Soulstorm,Chet Williamson
The White People and Other Weird Stories,Arthur Machen
The Ritual,Adam Nevill
Silver Scream,David J. Schow
Road to Nowhere,Christopher Pike
Kwaidan: Stories and Studies of Strange Things,Lafcadio Hearn
Moon of the Wolf,Leslie H. Whitten Jr.
Kin,Kealan Patrick Burke
The Phantom Coach: Collected Ghost Stories,Amelia B. Edwards
Great Tales of Terror and the Supernatural,Phyllis Fraser
The Man in the Picture,Susan         Hill
The Monkey's Paw and Other Tales of Mystery and Macabre,W.W. Jacobs
The Beast with Five Fingers,W.F. Harvey
To Walk the Night,William  Sloane
Birthpyre,Larry Brand
The Golden,Lucius Shepard
The Dark Domain,Stefan Grabiński
Echo of a Curse,R.R. Ryan
Baleful Beasts and Eerie Creatures,Andre Norton
Noonspell,J.N. Williamson
The Bishop of Hell and Other Stories,Marjorie Bowen
Oasis,Brian Hodge
Snow,Ronald Malfi
Night Shivers: The Ghost Stories of J.H. Riddell,J.H. Riddell
A Court of Mist and Fury,Sarah J. Maas
Best Stories of Walter De La Mare,Walter de la Mare
Nightmare Seasons,Charles L. Grant
The Joss: A Reversion,Richard Marsh
The Midnight Tour (Beast House Series),Richard Laymon
Crawlers: A Novel,John Shirley
The Complete John Silence Stories (John Silence #1-2),Algernon Blackwood
